id,course_id,course_name,course_dept_id,credits,lecture_hours,practical_hours,tutorial_hours,regulation,course_type
578,CS23332,Database Management Systems,Computer Science and Engineering (Cyber Security),5,3,4,0,2023.0,LOT
579,CS23333,Object Oriented Programming Using JAVA,Computer Science and Engineering (Cyber Security),4,1,6,0,2023.0,LOT
580,CS23532,Computer Networks,Computer Science and Engineering (Cyber Security),5,3,4,0,2023.0,LOT
581,CR23331,Cryptography,Computer Science and Engineering (Cyber Security),4,3,2,0,2023.0,LOT
582,OE - 1,Open Elective - I,Computer Science and Engineering (Cyber Security),3,3,0,0,2023.0,Open Elective
583,MA23435,"Probability, Statistics and Simulation ",Computer Science and Engineering (Cyber Security),4,3,2,0,2023.0,LOT
584,CS23431,Operating Systems,Computer Science and Engineering (Cyber Security),5,3,4,0,2023.0,LOT
585,CR23431,Network Security,Computer Science and Engineering (Cyber Security),4,3,2,0,2023.0,LOT
586,CS23331,Design and Analysis of Algorithms,Computer Science and Engineering (Cyber Security),4,3,2,0,2023.0,LOT
587,CR23432,Design Thinking for Innovation in Computer Science,Computer Science and Engineering (Cyber Security),2,1,2,0,2023.0,LOT
588,GE23421,Soft Skills – I,Computer Science and Engineering (Cyber Security),1,0,2,0,2023.0,Laboratory
589,CRPE1,Professional Elective – I,Computer Science and Engineering (Cyber Security),3,3,0,0,2023.0,Professional Elective
590,CS23531,Web Programming,Computer Science and Engineering (Cyber Security),4,1,6,0,2023.0,LOT
591,AI23231,Principles of Artificial Intelligence,Computer Science and Engineering (Cyber Security),4,3,2,0,2023.0,LOT
592,CR23531,Ethical Hacking,Computer Science and Engineering (Cyber Security),4,3,2,0,2023.0,LOT
593,CR23532,Cyber and Digital Forensics,Computer Science and Engineering (Cyber Security),4,3,2,0,2023.0,LOT
594,CS23432,Software Construction,Computer Science and Engineering (Cyber Security),4,3,2,0,2023.0,LOT
595,GE23521,Soft Skills – II,Computer Science and Engineering (Cyber Security),1,0,2,0,2023.0,Laboratory
596,CR23611,Cyber Laws and Security Policies,Computer Science and Engineering (Cyber Security),3,3,0,0,2023.0,Theory
597,CRPE2,Professional Elective – II,Computer Science and Engineering (Cyber Security),3,3,0,0,2023.0,Professional Elective
598,CR23631,Malware Analysis,Computer Science and Engineering (Cyber Security),4,3,2,0,2023.0,LOT
599,CR23632,Blockchain Technologies,Computer Science and Engineering (Cyber Security),4,3,2,0,2023.0,LOT
600,AI23331,Fundamentals of Machine Learning,Computer Science and Engineering (Cyber Security),4,3,2,0,2023.0,LOT
601,CS23621,Mobile Application Development Laboratory,Computer Science and Engineering (Cyber Security),2,0,4,0,2023.0,Laboratory
602,CRPE3,Professional Elective – III,Computer Science and Engineering (Cyber Security),3,3,0,0,2023.0,Professional Elective
603,CRPE4,Professional Elective – IV,Computer Science and Engineering (Cyber Security),3,3,0,0,2023.0,Professional Elective
604,CRPE5,Professional Elective – V,Computer Science and Engineering (Cyber Security),3,3,0,0,2023.0,Professional Elective
605,OE - 2,Open Elective - II,Computer Science and Engineering (Cyber Security),3,3,0,0,2023.0,Open Elective
606,CR23731,Blockchain Development in Hyper ledger Fabric,Computer Science and Engineering (Cyber Security),3,2,2,0,2023.0,LOT
607,CR23721,Project Work (Phase - I),Computer Science and Engineering (Cyber Security),3,0,6,0,2023.0,Laboratory
608,CRPE6,Professional Elective – VI,Computer Science and Engineering (Cyber Security),3,3,0,0,2023.0,Professional Elective
609,CR23821,Project Work (Phase - II),Computer Science and Business Systems,6,0,12,0,2023.0,Laboratory
610,HS23112,Business Communication and Value Science – I,Computer Science and Business Systems,2,2,0,0,2023.0,Theory
611,MA23115,Discrete Mathematics,Computer Science and Business Systems,4,3,0,1,2023.0,Theory
612,MA23114,Probability and Calculus,Computer Science and Business Systems,4,3,0,1,2023.0,Theory
613,GE23117,தமிழர் மரபு /Heritage of Tamils,Computer Science and Business Systems,1,1,0,0,2023.0,Theory
614,CB23131,Fundamentals of Computer Science,Computer Science and Business Systems,4,2,4,0,2023.0,LOT
615,EE23131,Principles of Electrical Engineering,Computer Science and Business Systems,3,2,2,0,2023.0,LOT
616,PH23133,Physics for Computing Science,Computer Science and Business Systems,4,3,2,0,2023.0,LOT
617,MA23211,Linear Algebra,Computer Science and Business Systems,4,3,0,1,2023.0,Theory
618,BA23212,Fundamentals of Economics,Computer Science and Business Systems,2,2,0,0,2023.0,Theory
619,MA23231,Statistical Modeling,Computer Science and Business Systems,4,3,2,0,2023.0,LOT
620,CB23231,Data Structures &Algorithms,Computer Science and Business Systems,5,2,4,1,2023.0,LOT
621,EC23242,Principles of Electronics,Computer Science and Business Systems,3,2,2,0,2023.0,LOT
622,CS23221,Python Programming Lab,Computer Science and Business Systems,2,0,4,0,2023.0,Laboratory
623,HS23223,Business Communication & Value Science – II,Computer Science and Business Systems,2,0,4,0,2023.0,Laboratory
624,GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,Computer Science and Business Systems,1,1,0,0,2023.0,Theory
625,CB23311,Formal Language and Automata Theory,Computer Science and Business Systems,3,3,0,0,2023.0,Theory
626,CB23312,Computer Organization and Architecture,Computer Science and Business Systems,3,3,0,0,2023.0,Theory
627,CB23331,Computational Statistics,Computer Science and Business Systems,4,3,2,0,2023.0,LOT
628,CB23332,Software Engineering,Computer Science and Business Systems,4,3,2,0,2023.0,LOT
629,CB23333,Database Technology,Computer Science and Business Systems,4,3,2,0,2023.0,LOT
630,CS23333,Object Oriented Programming Using JAVA,Computer Science and Business Systems,4,1,6,0,2023.0,LOT
631,MC23313,Environmental Sciences,Computer Science and Business Systems,0,3,0,0,2023.0,Theory
632,CB23411,"Introduction to Innovation, IP Management and Entrepreneurship",Computer Science and Business Systems,3,3,0,0,2023.0,Theory
633,BA23412,Fundamentals of Management,Computer Science and Business Systems,2,2,0,0,2023.0,Theory
634,CB23431,Operating System Concepts,Computer Science and Business Systems,4,3,2,0,2023.0,LOT
635,CB23432,Software Design with UML,Computer Science and Business Systems,3,2,2,0,2023.0,LOT
636,CB23433,Analysis of Algorithms and Design,Computer Science and Business Systems,4,2,2,1,2023.0,LOT
637,MA23437,Optimization Techniques,Computer Science and Business Systems,4,3,2,0,2023.0,LOT
638,HS23421,Business Communication and Value Science – III,Computer Science and Business Systems,2,0,4,0,2023.0,Laboratory
639,GE23421,Soft Skills – I,Computer Science and Business Systems,1,0,2,0,2023.0,Laboratory
640,BA23511,Principles of Financial Management,Computer Science and Business Systems,2,2,0,0,2023.0,Theory
641,OE - 1,Open Elective - I,Computer Science and Business Systems,3,3,0,0,2023.0,Open Elective
642,CB23531,Computer Network Technology,Computer Science and Business Systems,4,3,2,0,2023.0,LOT
643,CB23532,Artificial Intelligence,Computer Science and Business Systems,4,3,2,0,2023.0,LOT
644,CBPE1,Professional Elective – I,Computer Science and Business Systems,4,2,2,1,2023.0,Professional Elective
645,CB23521,Design Thinking for Innovation in Computer Science and Business Systems,Computer Science and Business Systems,2,1,2,0,2023.0,LOT
646,GE23521,Soft Skills – II,Computer Science and Business Systems,1,0,2,0,2023.0,Laboratory
647,BA23611,Financial and Cost Accounting,Computer Science and Business Systems,2,2,0,0,2023.0,Theory
648,BA23612,Business Strategy,Computer Science and Business Systems,2,2,0,0,2023.0,Theory
649,CB23631,Machine Learning,Computer Science and Business Systems,4,2,2,1,2023.0,LOT
650,CB23632,"Cloud, Micro services and Application",Computer Science and Business Systems,4,2,2,1,2023.0,LOT
651,CB23633,Usability Design of Software Applications,Computer Science and Business Systems,3,2,2,0,2023.0,LOT
652,CBPE2,Professional Elective – II,Computer Science and Business Systems,4,3,2,0,2023.0,Professional Elective
653,HS23621,Business Communication & Value Science – IV,Computer Science and Business Systems,2,0,4,0,2023.0,Laboratory
654,OE - 2,Open Elective - II,Computer Science and Business Systems,3,3,0,0,2023.0,Open Elective
655,CB23731,Data Visualization Techniques,Computer Science and Business Systems,3,2,2,0,2023.0,LOT
656,CB23732,IT Project Management,Computer Science and Business Systems,3,2,2,0,2023.0,LOT
657,CBPE3,Professional Elective – III,Computer Science and Business Systems,3,3,0,0,2023.0,Professional Elective
658,CBPE4,Professional Elective – IV,Computer Science and Business Systems,4,2,2,1,2023.0,Professional Elective
659,CB23721,Project Evaluation I,Computer Science and Business Systems,2,0,4,0,2023.0,Laboratory
660,CBPE5,Professional Elective – V,Computer Science and Business Systems,3,3,0,0,2023.0,Professional Elective
661,CBPE6,Professional Elective – VI,Computer Science and Business Systems,3,2,2,0,2023.0,Professional Elective
662,CB23821,Project Evaluation II,Computer Science and Business Systems,8,0,16,0,2023.0,Laboratory
663,HS23111,Technical Communication -I,Electrical and Electronics Engineering,2,2,0,0,2023.0,Theory
664,MA23111,Linear Algebra and Calculus,Electrical and Electronics Engineering,4,3,0,1,2023.0,Theory
665,CY23131,Chemistry For Electronics Engineering,Electrical and Electronics Engineering,4,3,2,0,2023.0,LOT
666,GE23131,Programming using C,Electrical and Electronics Engineering,4,1,6,0,2023.0,LOT
667,GE23111,Engineering Graphics,Electrical and Electronics Engineering,4,2,4,0,2023.0,Theory
668,GE23122,Engineering Practices – Electrical and Electronics,Electrical and Electronics Engineering,1,0,2,0,2023.0,Laboratory
669,MC23111,Indian Constitution and Freedom Movement,Electrical and Electronics Engineering,0,3,0,0,2023.0,Theory
670,GE23117,தமிழர் மரபு /Heritage of Tamils,Electrical and Electronics Engineering,1,1,0,0,2023.0,Theory
671,HS23221/HS23222,Technical Communication II/ English for Professional Competence,Electrical and Electronics Engineering,1,0,2,0,2023.0,Laboratory
672,MA23212,Differential Equations and Complex Variables,Electrical and Electronics Engineering,4,3,0,1,2023.0,Theory
673,PH23232,Physics for Electronics Engineering,Electrical and Electronics Engineering,4,3,2,0,2023.0,LOT
674,CS23231,Data Structures,Electrical and Electronics Engineering,5,3,4,0,2023.0,LOT
675,EE23212,Electric Circuits,Electrical and Electronics Engineering,3,3,0,0,2023.0,Theory
676,EE23221,Electric Circuits Laboratory,Electrical and Electronics Engineering,1,0,2,0,2023.0,Laboratory
677,GE23121,Engineering Practices – Civil and Mechanical,Electrical and Electronics Engineering,1,0,2,0,2023.0,Laboratory
678,MC23112,Environmental Science and Engineering,Electrical and Electronics Engineering,0,3,0,0,2023.0,Theory
679,GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,Electrical and Electronics Engineering,1,1,0,0,2023.0,Theory
680,MA23312,Fourier series and Number theory,Electrical and Electronics Engineering,4,3,0,1,2023.0,Theory
681,EE23311,Electromagnetic Theory,Electrical and Electronics Engineering,3,3,0,0,2023.0,Theory
682,EE23312,Electrical Machines – I,Electrical and Electronics Engineering,3,3,0,0,2023.0,Theory
683,EE23313,Measurements and Instrumentation,Electrical and Electronics Engineering,3,3,0,0,2023.0,Theory
684,EE23314,Electronic Devices and Circuits,Electrical and Electronics Engineering,3,3,0,0,2023.0,Theory
685,EE23315,Power Plant Engineering,Electrical and Electronics Engineering,3,3,0,0,2023.0,Theory
686,EE23321,Electronic Devices and Circuits Laboratory,Electrical and Electronics Engineering,1,0,2,0,2023.0,Laboratory
687,CS23336,Introduction to Python Programming,Electrical and Electronics Engineering,3,1,4,0,2023.0,LOT
688,EE23411,Electrical Machines – II,Electrical and Electronics Engineering,3,3,0,0,2023.0,Theory
689,EE23412,Transmission and Distribution,Electrical and Electronics Engineering,3,3,0,0,2023.0,Theory
690,EE23431,Digital Logic Circuits,Electrical and Electronics Engineering,4,3,2,0,2023.0,LOT
691,EE23432,Linear Integrated Circuits and Applications,Electrical and Electronics Engineering,4,3,2,0,2023.0,LOT
692,OE - 1,Open Elective - I,Electrical and Electronics Engineering,3,3,0,0,2023.0,Open Elective
693,EE23421,Electrical Machines Laboratory,Electrical and Electronics Engineering,2,0,4,0,2023.0,Laboratory
694,GE23327,Soft Skills – I,Electrical and Electronics Engineering,1,0,2,0,2023.0,Laboratory
695,CS23422,Python Programming for Machine Learning,Electrical and Electronics Engineering,2,0,4,0,2023.0,Laboratory
696,EE23511,Power System Analysis,Electrical and Electronics Engineering,3,3,0,0,2023.0,Theory
697,EE23512,Power Electronics,Electrical and Electronics Engineering,3,3,0,0,2023.0,Theory
698,EE23513,Control Systems,Electrical and Electronics Engineering,3,3,0,0,2023.0,Theory
699,EEPE1,Professional Elective – I,Electrical and Electronics Engineering,3,3,0,0,2023.0,Professional Elective
700,EE23531,"Microprocessors, Microcontrollers and Applications",Electrical and Electronics Engineering,4,3,2,0,2023.0,LOT
701,OE - 2,Open Elective - II,Electrical and Electronics Engineering,3,3,0,0,2023.0,Open Elective
702,EE23521,Control and Instrumentation Laboratory,Electrical and Electronics Engineering,1,0,2,0,2023.0,Laboratory
703,EE23522,Innovation and Design Thinking for Electrical Engineers,Electrical and Electronics Engineering,2,0,4,0,2023.0,Laboratory
704,GE23427,Soft Skills – II,Electrical and Electronics Engineering,1,0,2,0,2023.0,Laboratory
705,EE23611,Protection and Switchgear,Electrical and Electronics Engineering,3,3,0,0,2023.0,Theory
706,EE23612,Solid State Drives,Electrical and Electronics Engineering,3,3,0,0,2023.0,Theory
707,EE23613,Electric Energy Utilization and Conservation,Electrical and Electronics Engineering,3,3,0,0,2023.0,Theory
708,EE23631,Applications of IoT in Electrical Engineering,Electrical and Electronics Engineering,3,2,2,0,2023.0,LOT
709,EEPE2,Professional Elective – II,Electrical and Electronics Engineering,3,3,0,0,2023.0,Professional Elective
710,EEPE3,Professional Elective – III,Electrical and Electronics Engineering,3,3,0,0,2023.0,Professional Elective
711,EE23621,Power Electronics and Drives Laboratory,Electrical and Electronics Engineering,1,0,2,0,2023.0,Laboratory
712,EE23622,Applications of AI and ML in Electrical Engineering,Electrical and Electronics Engineering,2,0,4,0,2023.0,Laboratory
713,GE23627,Problem Solving Techniques,Electrical and Electronics Engineering,1,0,2,0,2023.0,Laboratory
714,EE23711,Smart Grid,Electrical and Electronics Engineering,3,3,0,0,2023.0,Theory
715,EE23712,Power System Operation and Control,Electrical and Electronics Engineering,3,3,0,0,2023.0,Theory
716,EE23731,Renewable Energy Systems,Electrical and Electronics Engineering,4,3,2,0,2023.0,LOT
717,EEPE4,Professional Elective – IV,Electrical and Electronics Engineering,3,3,0,0,2023.0,Professional Elective
718,EE23721,Power System Simulation Laboratory,Electrical and Electronics Engineering,2,0,4,0,2023.0,Laboratory
719,EE23722,Project ( Phase-I ),Electrical and Electronics Engineering,4,0,8,0,2023.0,Laboratory
720,EEPE5,Professional Elective – V,Electrical and Electronics Engineering,3,3,0,0,2023.0,Professional Elective
721,EEPE6,Professional Elective – VI,Electrical and Electronics Engineering,3,3,0,0,2023.0,Professional Elective
722,EE23821,Project Work (Phase - II),Electrical and Electronics Engineering,6,0,12,0,2023.0,Laboratory
723,HS23111,Technical Communication -I,Electronics and Communication Engineering,2,2,0,0,2023.0,Theory
724,GE23117,தமிழர் மரபு /Heritage of Tamils,Electronics and Communication Engineering,1,1,0,0,2023.0,Theory
725,MA23111,Linear Algebra and Calculus,Electronics and Communication Engineering,4,3,0,1,2023.0,Theory
726,EC23131,Electron Devices,Electronics and Communication Engineering,4,3,2,0,2023.0,LOT
727,CY23131,Chemistry For Electronics Engineering,Electronics and Communication Engineering,4,3,2,0,2023.0,LOT
728,GE23131,Programming using C,Electronics and Communication Engineering,4,1,6,0,2023.0,LOT
729,GE23122,Engineering Practices – Electrical and Electronics,Electronics and Communication Engineering,1,0,2,0,2023.0,Laboratory
730,MC23111,Indian Constitution and Freedom Movement,Electronics and Communication Engineering,0,3,0,0,2023.0,Theory
731,MA23212,Differential Equations and Complex Variables,Electronics and Communication Engineering,4,3,0,1,2023.0,Theory
732,GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,Electronics and Communication Engineering,1,1,0,0,2023.0,Theory
733,EE23132,Basic Electrical Engineering,Electronics and Communication Engineering,4,3,2,0,2023.0,LOT
734,PH23232,Physics for Electronics Engineering,Electronics and Communication Engineering,4,3,2,0,2023.0,LOT
735,CS23231,Data Structures,Electronics and Communication Engineering,5,3,4,0,2023.0,LOT
736,GE23111,Engineering Graphics,Electronics and Communication Engineering,4,2,4,0,2023.0,Theory
737,GE23121,Engineering Practices – Civil and Mechanical,Electronics and Communication Engineering,1,0,2,0,2023.0,Laboratory
738,HS23221/HS23222,Technical Communication II/ English for Professional Competence,Electronics and Communication Engineering,1,0,2,0,2023.0,Laboratory
739,MC23112,Environmental Science and Engineering,Electronics and Communication Engineering,0,3,0,0,2023.0,Theory
740,MA23312,Fourier series and Number theory,Electronics and Communication Engineering,4,3,0,1,2023.0,Theory
741,EC23311,Analog Circuits –I,Electronics and Communication Engineering,3,3,0,0,2023.0,Theory
742,EC23312,Electromagnetic Fields,Electronics and Communication Engineering,3,3,0,0,2023.0,Theory
743,EC23313,Digital Principles and System Design,Electronics and Communication Engineering,3,3,0,0,2023.0,Theory
744,EC23331,Microprocessors and Microcontrollers,Electronics and Communication Engineering,4,3,2,0,2023.0,LOT
745,CS23336,Introduction to Python Programming,Electronics and Communication Engineering,3,1,4,0,2023.0,LOT
746,EC23321,Analog and Digital Circuits Laboratory,Electronics and Communication Engineering,2,0,4,0,2023.0,Laboratory
747,EC23411,Signals and Systems,Electronics and Communication Engineering,3,3,0,0,2023.0,Theory
748,EC23412,Transmission Lines and Waveguides,Electronics and Communication Engineering,3,3,0,0,2023.0,Theory
749,EC23413,Communication Theory,Electronics and Communication Engineering,3,3,0,0,2023.0,Theory
750,EC23431,Analog Circuits-II,Electronics and Communication Engineering,4,3,2,0,2023.0,LOT
751,MA23436,Probability and Random Processes,Electronics and Communication Engineering,4,3,2,0,2023.0,LOT
752,GE23327,Soft Skills – I,Electronics and Communication Engineering,1,0,2,0,2023.0,Laboratory
753,CS23422,Python Programming for Machine Learning,Electronics and Communication Engineering,2,0,4,0,2023.0,Laboratory
754,EC23511,Control System Engineering,Electronics and Communication Engineering,3,2,0,1,2023.0,Theory
755,EC23512,Modern Digital Communication,Electronics and Communication Engineering,3,3,0,0,2023.0,Theory
756,OE - 1,Open Elective - I,Electronics and Communication Engineering,3,3,0,0,2023.0,Open Elective
757,ECPE1,Professional Elective – I,Electronics and Communication Engineering,3,3,0,0,2023.0,Professional Elective
758,ECPE2,Professional Elective – II,Electronics and Communication Engineering,3,3,0,0,2023.0,Professional Elective
759,EC23531,Digital Signal Processing,Electronics and Communication Engineering,4,2,2,1,2023.0,LOT
760,EC23521,Communication Systems Laboratory,Electronics and Communication Engineering,2,0,4,0,2023.0,Laboratory
761,EC23522,Industrial Internship,Electronics and Communication Engineering,1,0,2,0,2023.0,Laboratory
762,GE23427,Soft Skills – II,Electronics and Communication Engineering,1,0,2,0,2023.0,Laboratory
763,EC23611,Antenna Theory and Wave Propagation,Electronics and Communication Engineering,3,3,0,0,2023.0,Theory
764,OE - 2,Open Elective - II,Electronics and Communication Engineering,3,0,6,0,2023.0,Open Elective
765,EC23631,VLSI and Chip Design,Electronics and Communication Engineering,4,3,2,0,2023.0,LOT
766,EC23632,Communication Networks,Electronics and Communication Engineering,4,3,2,0,2023.0,LOT
767,EC23633,Wireless Communication,Electronics and Communication Engineering,3,2,2,0,2023.0,LOT
768,GE23627,Problem Solving Techniques,Electronics and Communication Engineering,1,0,2,0,2023.0,Laboratory
769,EC23621,Design Thinking for Innovation in ECE,Electronics and Communication Engineering,2,0,4,0,2023.0,Laboratory
770,ECPE3,Professional Elective – III,Electronics and Communication Engineering,3,3,0,0,2023.0,Professional Elective
771,ECPE4,Professional Elective – IV,Electronics and Communication Engineering,3,3,0,0,2023.0,Professional Elective
772,EC23731,Optical Communication and Networks,Electronics and Communication Engineering,3,2,2,0,2023.0,LOT
773,EC23732,RF and Microwave Engineering,Electronics and Communication Engineering,3,2,2,0,2023.0,LOT
774,EC23733,Embedded and Real Time Systems,Electronics and Communication Engineering,4,3,2,0,2023.0,LOT
775,EC23721,Artificial Intelligence and Machine Learning for Electronic Engineering,Electronics and Communication Engineering,2,0,4,0,2023.0,Laboratory
776,ECPE5,Professional Elective – V,Electronics and Communication Engineering,3,3,0,0,2023.0,Professional Elective
777,ECPE6,Professional Elective – VI,Electronics and Communication Engineering,3,3,0,0,2023.0,Professional Elective
778,EC23821,Project Work,Electronics and Communication Engineering,10,0,20,0,2023.0,Laboratory
779,HS23111,Technical Communication -I,Food Technology,2,2,0,0,2023.0,Theory
780,MA23112,Algebra and Calculus,Food Technology,4,3,0,1,2023.0,Theory
781,CY23132,Chemistry for Technologists,Food Technology,4,3,2,0,2023.0,LOT
782,GE23111,Engineering graphics,Food Technology,4,2,4,0,2023.0,Laboratory
783,GE23121,Engineering Practices – Civil and Mechanical,Food Technology,1,0,2,0,2023.0,Laboratory
784,MC23112,Environmental Science and Engineering,Food Technology,0,3,0,0,2023.0,Theory
785,GE23117,தமிழர் மரபு /Heritage of Tamils,Food Technology,1,1,0,0,2023.0,Theory
786,HS23221/HS23222,Technical Communication II/ English for Professional Competence,Food Technology,1,0,2,0,2023.0,Theory
787,MA23212,Differential Equations and Complex Variables,Food Technology,4,3,0,1,2023.0,Theory
788,EE23133,Basic Electrical and Electronics Engineering,Food Technology,4,3,2,0,2023.0,LOT
789,PH23231,Physics for Bioscience,Food Technology,4,3,2,0,2023.0,LOT
790,GE23233,Problem Solving and Python Programming,Food Technology,4,2,4,0,2023.0,LOT
791,FT23201,Food chemistry,Food Technology,3,3,0,0,2023.0,Theory
792,MC23111,Indian Constitution and Freedom Movement,Food Technology,0,3,0,0,2023.0,Theory
793,GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,Food Technology,1,1,0,0,2023.0,Theory
794,FT23211,Food Chemistry Laboratory,Food Technology,2,0,4,0,2023.0,Laboratory
795,MA23311,Transforms and Applied Partial Differential Equations,Food Technology,4,3,0,1,2023.0,Theory
796,FT23301,Food Microbiology,Food Technology,3,3,0,0,2023.0,Theory
797,FT23302,Biochemistry & Nutrition,Food Technology,3,3,0,0,2023.0,Theory
798,FT23303,Food Process Calculations,Food Technology,3,3,0,0,2023.0,Theory
799,FT23304,"Fluid Mechanics in Food
Processes",Food Technology,3,3,0,0,2023.0,Theory
800,FT23305,Food Additives,Food Technology,3,3,0,0,2023.0,Theory
801,FT23311,Food Microbiology Laboratory,Food Technology,2,0,4,0,2023.0,Laboratory
802,FT23312,"Biochemistry & Nutrition
Laboratory",Food Technology,2,0,4,0,2023.0,Laboratory
803,MA23431,"Probability, Statistics and Reliability",Food Technology,4,3,0,1,2023.0,Theory
804,FT23401,"Unit operations in Food
Industries",Food Technology,3,3,0,0,2023.0,Theory
805,FT23402,"Food Processing and
Preservation Technology",Food Technology,3,3,0,0,2023.0,Theory
806,FT23403,"Thermodynamics for Food
Technologists",Food Technology,3,3,0,0,2023.0,Theory
807,MC23301,"Essence of Indian Traditional Knowledge
(Non-Credit course)",Food Technology,0,2,0,0,2023.0,Theory
808,GE19304,"Fundamentals of
Management for Engineers",Food Technology,3,3,0,0,2023.0,Theory
809,CS23411,Python Programming for Machine Learning,Food Technology,3,1,4,0,2023.0,LOT
810,FT23411,Unit operations in Food Industries Laboratory,Food Technology,2,0,4,0,2023.0,Laboratory
811,FT23412,Food Processing and Preservation Laboratory,Food Technology,2,0,4,0,2023.0,Laboratory
812,GE23327,Soft Skills – I,Food Technology,1,0,2,0,2023.0,Laboratory
813,FT23501,Food Analysis,Food Technology,3,3,0,0,2023.0,Theory
814,FT23502,Food Product Technology,Food Technology,3,3,0,0,2023.0,Theory
815,FT23503,"Heat and Mass Transfer in
Food Processing",Food Technology,3,3,0,0,2023.0,Theory
816,FTPE1,Professional Elective – I,Food Technology,4,3,2,0,2023.0,Professional Elective
817,FTPE2,Professional Elective – II,Food Technology,4,3,2,0,2023.0,Professional Elective
818,OE - 1,Open Elective - I,Food Technology,3,3,0,0,2023.0,Open Elective
819,FT23511,Food Analysis Lab,Food Technology,2,0,4,0,2023.0,Laboratory
820,FT23512,"Food Product Technology
Laboratory",Food Technology,2,0,4,0,2023.0,Laboratory
821,GE23427,Soft Skills – II,Food Technology,1,0,2,0,2023.0,Laboratory
822,FT23601,Professional Ethics,Food Technology,3,3,0,0,2023.0,Theory
823,FT23602,"Refrigeration and Cold Chain
Management",Food Technology,3,3,0,0,2023.0,Theory
824,FTPE3,Professional Elective – III,Food Technology,4,3,2,0,2023.0,Professional Elective
825,FTPE4,Professional Elective – IV,Food Technology,4,3,2,0,2023.0,Professional Elective
826,OE - 2,Open Elective - II,Food Technology,3,3,0,0,2023.0,Open Elective
827,CR19P62,Microfluidics Laboratory,Food Technology,2,0,4,0,2023.0,Laboratory
828,FT23611,"Innovation and Design thinking
for Food Technologists",Food Technology,2,0,4,0,2023.0,Laboratory
829,FT23701,"Food Quality, Safety Standards
and Certification",Food Technology,3,3,0,0,2023.0,Theory
830,FT23702,"Comprehensive course for
Food Technologists.",Food Technology,3,3,0,0,2023.0,Theory
831,FT23703,"Functional Foods and
Nutraceuticals",Food Technology,3,3,0,0,2023.0,Theory
832,FT23704,Sensory evaluation in foods,Food Technology,2,3,0,0,2023.0,Theory
833,FTPE5,Professional Elective – V,Food Technology,3,3,0,0,2023.0,Professional Elective
834,FTPE6,Professional Elective – VI,Food Technology,3,3,0,0,2023.0,Professional Elective
835,FT23711,"Problem solving using AI-ML
for Food Technologists.",Food Technology,2,0,4,0,2023.0,LOT
836,FT23801,Internship/ Project Work,Food Technology,10,0,20,0,2023.0,Laboratory
837,HS23111,Technical Communication -I,Information Technology,2,2,0,0,2023.0,Theory
838,MA23111,Linear Algebra and Calculus,Information Technology,4,3,0,1,2023.0,Theory
839,GE23111,Engineering Graphics,Information Technology,4,2,0,2,2023.0,Theory
840,GE23117,தமிழர் மரபு /Heritage of Tamils,Information Technology,1,1,0,0,2023.0,Theory
841,EE23133,Basic Electrical and Electronics Engineering,Information Technology,4,3,2,0,2023.0,Laboratory
842,GE23131,Programming using C,Information Technology,4,1,6,0,2023.0,LOT
843,GE23122,Engineering Practices – Electrical and Electronics,Information Technology,1,0,2,0,2023.0,Laboratory
844,MC23112,Environmental Science and Engineering,Information Technology,0,3,0,0,2023.0,Theory
845,MA23213,Discrete Mathematical Structures ,Information Technology,4,3,0,1,2023.0,Theory
846,GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,Information Technology,1,1,0,0,2023.0,Theory
847,PH23132,Physics for Information Science,Information Technology,4,3,2,0,2023.0,LOT
848,EC23331,Microprocessors and Microcontrollers,Information Technology,4,3,2,0,2023.0,LOT
849,CS23231,Data Structures,Information Technology,5,3,4,0,2023.0,LOT
850,GE23121,Engineering Practices – Civil and Mechanical,Information Technology,1,0,2,0,2023.0,Laboratory
851,CS23221,Python Programming Lab,Information Technology,2,0,4,0,2023.0,Laboratory
852,HS23221/HS23222,Technical Communication II/ English for Professional Competence,Information Technology,1,0,2,0,2023.0,Laboratory
853,MC23111,Indian Constitution and Freedom Movement,Information Technology,0,3,0,0,2023.0,Theory
854,MA23312,Fourier series and Number theory,Information Technology,4,3,0,1,2023.0,Theory
855,EC23314,Analog and Digital Communication,Information Technology,3,3,0,0,2023.0,Theory
856,CS23331,Design and Analysis of Algorithms,Information Technology,4,3,2,0,2023.0,LOT
857,CS23332,Database Management Systems,Information Technology,5,3,4,0,2023.0,LOT
858,CS23333,Object Oriented Programming Using JAVA,Information Technology,4,1,6,0,2023.0,LOT
859,IT23231,Digital Logic and Computer Architecture,Information Technology,4,3,2,0,2023.0,LOT
860,MA23435,"Probability, Statistics and Simulation ",Information Technology,4,3,2,0,2023.0,Theory
861,GE23311,Fundamentals of Management for Engineers,Information Technology,3,3,0,0,2023.0,Theory
862,OE - 1,Open Elective - I,Information Technology,3,3,0,0,2023.0,Open Elective
863,CS23431,Operating Systems,Information Technology,5,3,4,0,2023.0,LOT
